AdultPrice,AdultPriceEUR,AdultPriceExclTax,Currency,Deeplink,FeeIndexes,FlightIndex,IsPaymentIncluded,MobileDeepLink,PaymentMethods,Score,SegmentFares,SegmentKey,TicketClassIndex,TotalIsCalculated,TotalPrice,TotalPriceEUR,TotalPriceExclTax,Culture,Market,Application,Consumer,Mix,Mobile,TicketClass,AdultCount,ChildAges,Segments
0.0,0.0,0.0,USD,https://xml.sky-tours.com/xml_in.php?a=momondo&lang=en&book=T:0:0|0:0&key=GEGABY12/23/20179900ABYGEG01/03/20189900Y010000&life=604800&service=momondo&sub_service=mobile&link=offer&api_version=7&api=gmtvhDnRv555VaOvoOamwjTyVeCJEC2qplMgAw5fCDtrcvGvQ81Y8g%3D%3D&check=gmtvhDnRv555VaO1vlMdYS65Q3O8Y2zL2hb6q1E%2BFn3h55N0rzGOjT6zAI0yR4SR5nTXShHANB0q5wQULbKxe4%2Fc4NiuSLeVCkyo6UmdNPVWnO6ZhSa%2FYpNLAempQJ0swzyZFAKHvZOcojfodZqcKQf8cfkD3LRzsuPQiPOG9OlFsmEqjATz38%2ButwbvCgvOn76ClO2abQ5bc0SpZ3d%2B0xFkUvG4V1c%3D,"[0, 1, 2, 3, 4, 5, 6]",0,True,,"['American Express', 'Discover', 'MasterCard', 'VISA']",1018.03,,-1,0,False,1151.75,976.06,0.0,en-US,US,Android,momondo,NONE,True,ECO,1,[],"[{'Origin': 'GEG', 'Destination': 'ABY', 'Departure': '12-23-2017'}, {'Origin': 'ABY', 'Destination': 'GEG', 'Departure': '01-03-2018'}]"
0.0,0.0,0.0,USD,https://xml.sky-tours.com/xml_in.php?a=momondo&lang=en&book=T:1:0|0:0&key=GEGABY12/23/20179900ABYGEG01/03/20189900Y010000&life=604800&service=momondo&sub_service=mobile&link=offer&api_version=7&api=gmtvhDnRv555VaOvoOamwjTyVeCJEC2qplMgAw5fCDtrcvGvQ81Y8g%3D%3D&check=gmtvhDnRv555VaO1vlMdYS65Q3O8Y2zL2hb6q1E%2BFn3h55N0rzGOjT6zAI0yR4SR5nTXShHANB0q5wQULbKxe4%2Fc4NiuSLeVCkyo6UmdNPVWnO6ZhSa%2FYpNLAempQJ0swzyZFAKHvZOcojfodZqcKQf5j%2BHpelQYc2uATyf89FnRWhq4MZ2HojTN3Mv5MSEd7q02JbkKnEB5qsQmskbLpl01ULWZuKp0,"[0, 1, 2, 7, 4, 5, 6, 8, 9, 10]",1,True,,"['American Express', 'Discover', 'MasterCard', 'VISA']",1070.76,,-1,0,False,1175.91,996.53,0.0,en-US,US,Android,momondo,NONE,True,ECO,1,[],"[{'Origin': 'GEG', 'Destination': 'ABY', 'Departure': '12-23-2017'}, {'Origin': 'ABY', 'Destination': 'GEG', 'Departure': '01-03-2018'}]"
0.0,0.0,0.0,USD,https://xml.sky-tours.com/xml_in.php?a=momondo&lang=en&book=T:2:0|0:0&key=GEGABY12/23/20179900ABYGEG01/03/20189900Y010000&life=604800&service=momondo&sub_service=mobile&link=offer&api_version=7&api=gmtvhDnRv555VaOvoOamwjTyVeCJEC2qplMgAw5fCDtrcvGvQ81Y8g%3D%3D&check=gmtvhDnRv555VaO1vlMdYS65Q3O8Y2zL2hb6q1E%2BFn3h55N0rzGOjT6zAI0yR4SR5nTXShHANB0q5wQULbKxe4%2Fc4NiuSLeVCkyo6UmdNPVWnO6ZhSa%2FYpNLAempQJ0swzyZFAKHvZOcojfodZqcKQbcUdktMKjl8wGXPgRlPi9QJdqvn7yWd5JG3UsYWUYmlyEtonFPvc%2Fy92QpXQfz%2BOokBXsG0Q%3D%3D,"[0, 1, 2, 11, 4, 5, 6, 8, 9, 10]",2,True,,"['American Express', 'Discover', 'MasterCard', 'VISA']",1051.01,,-1,0,False,1239.01,1050.01,0.0,en-US,US,Android,momondo,NONE,True,ECO,1,[],"[{'Origin': 'GEG', 'Destination': 'ABY', 'Departure': '12-23-2017'}, {'Origin': 'ABY', 'Destination': 'GEG', 'Departure': '01-03-2018'}]"
0.0,0.0,0.0,USD,https://xml.sky-tours.com/xml_in.php?a=momondo&lang=en&book=T:3:0|0:0&key=GEGABY12/23/20179900ABYGEG01/03/20189900Y010000&life=604800&service=momondo&sub_service=mobile&link=offer&api_version=7&api=gmtvhDnRv555VaOvoOamwjTyVeCJEC2qplMgAw5fCDtrcvGvQ81Y8g%3D%3D&check=gmtvhDnRv555VaO1vlMdYS65Q3O8Y29ZZbDW56mQOCrnGHBVDRU7EGPI8jOyjeJElLT7eatGWu9ETXma60J1Uu9UGYhAKPXxVpMjDFTIEoZlguGQ4FE9vvomaGdq6TlR7OzpGcSd7e9jGTSI6FSFS2SL5cvAWiUE0udwZX3jfPIjgEcrdIPehJCgulsDHwxS3ULg2UlMEELTJelKDv3JsK8k0jDpY0Gr,"[0, 1, 2, 12, 4, 5, 6]",3,True,,"['American Express', 'Discover', 'MasterCard', 'VISA']",1143.4,,-1,0,False,1241.11,1051.79,0.0,en-US,US,Android,momondo,NONE,True,ECO,1,[],"[{'Origin': 'GEG', 'Destination': 'ABY', 'Departure': '12-23-2017'}, {'Origin': 'ABY', 'Destination': 'GEG', 'Departure': '01-03-2018'}]"
0.0,0.0,0.0,USD,https://xml.sky-tours.com/xml_in.php?a=momondo&lang=en&book=T:4:0|0:0&key=GEGABY12/23/20179900ABYGEG01/03/20189900Y010000&life=604800&service=momondo&sub_service=mobile&link=offer&api_version=7&api=gmtvhDnRv555VaOvoOamwjTyVeCJEC2qplMgAw5fCDtrcvGvQ81Y8g%3D%3D&check=gmtvhDnRv555VaO1vlMdYS65Q3O8Y2zL2hb6q1E%2BFn3h55N0rzGOjT6zAI0yR4SR5nTXShHANB0q5wQULbKxe4%2Fc4NiuSLeVCkyo6UmdNPVWnO6ZhSa%2FYpNLAempQJ0swzyZFAKHvZOcojfodZqcKQbcUdktMKjl8wGXPgRlPi9V8LasIexb8K0krubrAwhkhv5vuGSnuOvDP7jzbZ36vzKlykP1k4M%3D,"[0, 1, 2, 12, 4, 5, 6]",4,True,,"['American Express', 'Discover', 'MasterCard', 'VISA']",1043.4,,-1,0,False,1241.11,1051.79,0.0,en-US,US,Android,momondo,NONE,True,ECO,1,[],"[{'Origin': 'GEG', 'Destination': 'ABY', 'Departure': '12-23-2017'}, {'Origin': 'ABY', 'Destination': 'GEG', 'Departure': '01-03-2018'}]"
0.0,0.0,0.0,USD,https://xml.sky-tours.com/xml_in.php?a=momondo&lang=en&book=T:4:0|1:0&key=GEGABY12/23/20179900ABYGEG01/03/20189900Y010000&life=604800&service=momondo&sub_service=mobile&link=offer&api_version=7&api=gmtvhDnRv555VaOvoOamwjTyVeCJEC2qplMgAw5fCDtrcvGvQ81Y8g%3D%3D&check=gmtvhDnRv555VaO1vlMdYS65Q3O8Y2zL2hb6q1E%2BFn3h55N0rzGOjT6zAI0yR4SR5nTXShHANB0q5wQULbKxe4%2Fc4NiuSLeVCkyo6UmdNPVWnO6ZhSa%2FYpNLAempQJ0swzyZFAKHvZOcojfodZqcKQbcUdktMKjl8wGXPgRlPi9V8LdqRPeZ04J%2BYPLX80%2FQtZxjdttpGrP%2Fz5Xxj3MK5fcj7gOuUgY%3D,"[0, 1, 2, 12, 4, 5, 6]",5,True,,"['American Express', 'Discover', 'MasterCard', 'VISA']",1097.4,,-1,0,False,1241.11,1051.79,0.0,en-US,US,Android,momondo,NONE,True,ECO,1,[],"[{'Origin': 'GEG', 'Destination': 'ABY', 'Departure': '12-23-2017'}, {'Origin': 'ABY', 'Destination': 'GEG', 'Departure': '01-03-2018'}]"
0.0,0.0,0.0,USD,https://xml.sky-tours.com/xml_in.php?a=momondo&lang=en&book=T:5:0|0:0&key=GEGABY12/23/20179900ABYGEG01/03/20189900Y010000&life=604800&service=momondo&sub_service=mobile&link=offer&api_version=7&api=gmtvhDnRv555VaOvoOamwjTyVeCJEC2qplMgAw5fCDtrcvGvQ81Y8g%3D%3D&check=gmtvhDnRv555VaO1vlMdYS65Q3O8Y2kt7kQDtTLZdVorfdP%2F6jJH0zql97xCJ4QsaHzvFFh%2FZQ2i0qcQjTffxvMTuTF6Hd3cJ%2FMZO2MCko9iLyZ%2FZSt38dK6BeYpTE9lD4GLiExeDK5yblnKc9kk66N%2BxWIyDrbUaRA%2Fbv6Z%2B%2BGxq1DhejFbLR522XYe0gB8Bn6fzxgePX28PrH0E0d%2BjKz6Xdc%2BU9lr,"[0, 1, 2, 13, 4, 5, 6]",6,True,,"['American Express', 'Discover', 'MasterCard', 'VISA']",1115.7,,-1,0,False,1324.42,1122.39,0.0,en-US,US,Android,momondo,NONE,True,ECO,1,[],"[{'Origin': 'GEG', 'Destination': 'ABY', 'Departure': '12-23-2017'}, {'Origin': 'ABY', 'Destination': 'GEG', 'Departure': '01-03-2018'}]"
0.0,0.0,0.0,USD,https://xml.sky-tours.com/xml_in.php?a=momondo&lang=en&book=T:6:0|0:0&key=GEGABY12/23/20179900ABYGEG01/03/20189900Y010000&life=604800&service=momondo&sub_service=mobile&link=offer&api_version=7&api=gmtvhDnRv555VaOvoOamwjTyVeCJEC2qplMgAw5fCDtrcvGvQ81Y8g%3D%3D&check=gmtvhDnRv555VaO1vlMdYS65Q3O8Y29ZZbDW56mQOCrnGHBVDRU7EGPI8jOyjeJElLT7eatGWu9ETXma60J1Uu9UGYhAKPXxVpMjDFTIEoZlguGQ4FE9vvomaGdq6TlR7OzpGcSd7e9jGTSI6FSFS2X8t3AfHV1%2BV6rXmcbM1oj9YXKp26OJeqgwfxKzdF6YsHz%2BcQ%2ByIz%2FxlSYnCR7ymwuI4grQ3ik%3D,"[0, 1, 2, 14, 4, 5, 6]",7,True,,"['American Express', 'Discover', 'MasterCard', 'VISA']",1168.7,,-1,0,False,1330.34,1127.41,0.0,en-US,US,Android,momondo,NONE,True,ECO,1,[],"[{'Origin': 'GEG', 'Destination': 'ABY', 'Departure': '12-23-2017'}, {'Origin': 'ABY', 'Destination': 'GEG', 'Departure': '01-03-2018'}]"
0.0,0.0,0.0,USD,https://xml.sky-tours.com/xml_in.php?a=momondo&lang=en&book=T:6:0|1:0&key=GEGABY12/23/20179900ABYGEG01/03/20189900Y010000&life=604800&service=momondo&sub_service=mobile&link=offer&api_version=7&api=gmtvhDnRv555VaOvoOamwjTyVeCJEC2qplMgAw5fCDtrcvGvQ81Y8g%3D%3D&check=gmtvhDnRv555VaO1vlMdYS65Q3O8Y29ZZbDW56mQOCrnGHBVDRU7EGPI8jOyjeJElLT7eatGWu9ETXma60J1Uu9UGYhAKPXxVpMjDFTIEoZlguGQ4FE9vvomaGdq6TlR7OzpGcSd7e9jGTSI6FSFS2X8t3AfHV1%2BV6rXmcbM1oj9YXO9nW1KLnOSnKtNcqhLhxoFgDR%2FfzN5EDURuYijqHiK7wWUv0U%3D,"[0, 1, 2, 14, 4, 5, 6]",8,True,,"['American Express', 'Discover', 'MasterCard', 'VISA']",1222.7,,-1,0,False,1330.34,1127.41,0.0,en-US,US,Android,momondo,NONE,True,ECO,1,[],"[{'Origin': 'GEG', 'Destination': 'ABY', 'Departure': '12-23-2017'}, {'Origin': 'ABY', 'Destination': 'GEG', 'Departure': '01-03-2018'}]"
0.0,0.0,0.0,USD,https://xml.sky-tours.com/xml_in.php?a=momondo&lang=en&book=T:7:0|0:0&key=GEGABY12/23/20179900ABYGEG01/03/20189900Y010000&life=604800&service=momondo&sub_service=mobile&link=offer&api_version=7&api=gmtvhDnRv555VaOvoOamwjTyVeCJEC2qplMgAw5fCDtrcvGvQ81Y8g%3D%3D&check=gmtvhDnRv555VaO1vlMdYS65Q3O8Y29ZZbDW56mQOCrnGHBVDRU7EGPI8jOyjeJElLT7eatGWu9ETXma60J1Uu9UGYhAKPXxVpMjDFTIEoZlguGQ4FE9vvomaGdq6TlR7OzpGcSd7e9jGTSI6FSFS2clmKE5lpYy4%2BKS9wLLhEPnn4wQIe7ZrHA0X88dYBrBHpijo%2FY95E7OiadvPgvdmeIxnDBGUnMN3Q%3D%3D,"[0, 1, 2, 15, 4, 5, 6]",9,True,,"['American Express', 'Discover', 'MasterCard', 'VISA']",1273.82,,-1,0,False,1336.5,1132.63,0.0,en-US,US,Android,momondo,NONE,True,ECO,1,[],"[{'Origin': 'GEG', 'Destination': 'ABY', 'Departure': '12-23-2017'}, {'Origin': 'ABY', 'Destination': 'GEG', 'Departure': '01-03-2018'}]"
